timestamp,address,city,total_demand,outside_temperature_c,is_weekend,is_holiday,peak_hour_flag
3/21/2022 11:09,"686 Sampaguita St., Brgy. Kapitolyo",Pasig,39.1,34.3,TRUE,FALSE,FALSE
2/14/2022 8:07,"723 Molave St., Brgy. Bagong Silang",Caloocan,58.2,38.6,TRUE,TRUE,FALSE
10/20/2022 15:25,"760 Maligaya St., Brgy. Tanza",Navotas,40.4,34.6,TRUE,TRUE,FALSE
1/28/2022 15:42,"797 Molave St., Brgy. Aguho",Pateros,77.8,43.0,FALSE,TRUE,TRUE
12/25/2022 18:03,"834 Narra St., Brgy. Hulo",Mandaluyong,24.4,31.0,FALSE,TRUE,FALSE
3/11/2022 15:09,"871 Dahlia St., Brgy. Balong-Bato",San Juan,35.6,33.5,FALSE,TRUE,FALSE
8/6/2022 4:01,"908 Rizal St., Brgy. Almanza",Las Piñas,65.3,40.2,TRUE,TRUE,TRUE
4/18/2022 20:18,"945 Acacia St., Brgy. BF Homes",Parañaque,82.7,44.1,TRUE,TRUE,TRUE
6/19/2022 15:43,"982 Maharlika St., Brgy. Ermita",Manila,94.7,46.8,FALSE,TRUE,TRUE
1/2/2022 5:06,"30 Mabini St., Brgy. Sto. Niño",Marikina,51.1,37.0,FALSE,FALSE,FALSE
9/16/2022 15:18,"67 Maharlika St., Brgy. Ususan",Taguig,39.6,34.4,FALSE,TRUE,FALSE
5/5/2022 7:13,"104 Kalayaan St., Brgy. San Antonio",Makati,28.0,31.8,TRUE,FALSE,FALSE
8/6/2022 9:57,"141 Bonifacio St., Brgy. Maricaban",Pasay,59.1,38.8,FALSE,FALSE,FALSE
4/26/2022 0:46,"178 Sampaguita St., Brgy. Diliman",Quezon City,38.7,34.2,TRUE,TRUE,FALSE
2/3/2022 17:42,"215 Masikap St., Brgy. Alabang",Muntinlupa,34.7,33.3,TRUE,FALSE,FALSE
3/9/2022 0:32,"252 Sampaguita St., Brgy. Malinta",Valenzuela,72.9,41.9,TRUE,TRUE,TRUE
5/20/2022 1:28,"289 Molave St., Brgy. Longos",Malabon,58.2,38.6,FALSE,FALSE,FALSE
2/6/2022 5:25,"326 Maligaya St., Brgy. Ugong",Pasig,25.8,31.3,TRUE,TRUE,FALSE
3/14/2022 4:07,"363 Dahlia St., Brgy. Camarin",Caloocan,96.4,47.2,FALSE,FALSE,TRUE
3/6/2022 21:01,"400 Narra St., Brgy. Daanghari",Navotas,29.3,32.1,FALSE,FALSE,FALSE
2/23/2022 5:12,"437 Dahlia St., Brgy. Sta. Ana",Pateros,22.7,30.6,FALSE,TRUE,FALSE
9/6/2022 20:33,"474 Rizal St., Brgy. Highway Hills",Mandaluyong,34.2,33.2,TRUE,FALSE,FALSE
7/6/2022 3:41,"511 Acacia St., Brgy. Greenhills",San Juan,24.4,31.0,FALSE,FALSE,FALSE
7/28/2022 18:02,"548 Maharlika St., Brgy. Talon Uno",Las Piñas,48.4,36.4,TRUE,TRUE,FALSE
1/12/2022 13:42,"585 Mabini St., Brgy. Baclaran",Parañaque,34.2,33.2,FALSE,TRUE,FALSE
12/28/2022 11:54,"622 Bonifacio St., Brgy. Sampaloc",Manila,41.3,34.8,FALSE,TRUE,FALSE
3/12/2022 18:36,"659 Kalayaan St., Brgy. Parang",Marikina,24.9,31.1,TRUE,FALSE,FALSE
10/16/2022 16:06,"696 Bonifacio St., Brgy. Western Bicutan",Taguig,35.6,33.5,TRUE,FALSE,FALSE
10/10/2022 7:20,"733 Sampaguita St., Brgy. Poblacion",Makati,36.4,33.7,TRUE,FALSE,FALSE
4/18/2022 19:50,"770 Masikap St., Brgy. Malibay",Pasay,71.1,41.5,TRUE,TRUE,TRUE
9/10/2022 21:37,"807 Maligaya St., Brgy. Cubao",Quezon City,38.7,34.2,TRUE,FALSE,FALSE
12/4/2022 13:27,"844 Molave St., Brgy. Putatan",Muntinlupa,86.2,44.9,FALSE,TRUE,TRUE
11/7/2022 22:29,"881 Maligaya St., Brgy. Marulas",Valenzuela,22.2,30.5,FALSE,TRUE,FALSE
6/6/2022 11:04,"918 Dahlia St., Brgy. Concepcion",Malabon,59.1,38.8,TRUE,FALSE,FALSE
12/23/2022 7:12,"955 Narra St., Brgy. San Antonio",Pasig,44.9,35.6,FALSE,TRUE,FALSE
6/29/2022 8:51,"992 Acacia St., Brgy. Grace Park",Caloocan,23.1,30.7,FALSE,TRUE,FALSE
6/2/2022 19:05,"40 Rizal St., Brgy. San Roque",Navotas,69.3,41.1,FALSE,FALSE,TRUE
1/16/2022 6:05,"77 Acacia St., Brgy. San Roque",Pateros,22.7,30.6,TRUE,TRUE,FALSE
12/8/2022 9:24,"114 Maharlika St., Brgy. Plainview",Mandaluyong,55.1,37.9,TRUE,FALSE,FALSE
5/20/2022 9:57,"151 Mabini St., Brgy. Addition Hills",San Juan,27.1,31.6,TRUE,TRUE,FALSE
8/9/2022 19:38,"188 Bonifacio St., Brgy. Pulang Lupa",Las Piñas,32.4,32.8,TRUE,TRUE,FALSE
5/20/2022 1:52,"225 Kalayaan St., Brgy. Don Bosco",Parañaque,70.2,41.3,TRUE,FALSE,TRUE
1/9/2022 5:30,"262 Masikap St., Brgy. Malate",Manila,69.3,41.1,TRUE,TRUE,TRUE
10/11/2022 2:31,"299 Sampaguita St., Brgy. Concepcion Uno",Marikina,49.8,36.7,FALSE,TRUE,FALSE
2/4/2022 15:37,"336 Masikap St., Brgy. Fort Bonifacio",Taguig,39.6,34.4,TRUE,TRUE,FALSE
11/16/2022 8:21,"373 Maligaya St., Brgy. Bel-Air",Makati,20.4,30.1,TRUE,TRUE,FALSE
9/15/2022 9:47,"410 Molave St., Brgy. San Isidro",Pasay,95.6,47.0,TRUE,TRUE,TRUE
9/11/2022 0:43,"447 Narra St., Brgy. Tandang Sora",Quezon City,73.3,42.0,FALSE,TRUE,TRUE
2/27/2022 23:39,"484 Dahlia St., Brgy. Tunasan",Muntinlupa,26.7,31.5,FALSE,TRUE,FALSE
6/8/2022 6:42,"521 Narra St., Brgy. Karuhatan",Valenzuela,29.8,32.2,FALSE,TRUE,FALSE
2/19/2022 14:35,"558 Acacia St., Brgy. Potrero",Malabon,40.9,34.7,FALSE,TRUE,FALSE
10/4/2022 11:10,"595 Rizal St., Brgy. Kapitolyo",Pasig,34.7,33.3,FALSE,TRUE,FALSE
11/26/2022 16:00,"632 Mabini St., Brgy. Bagong Silang",Caloocan,52.0,37.2,FALSE,FALSE,FALSE
10/8/2022 21:56,"669 Maharlika St., Brgy. Tanza",Navotas,31.1,32.5,TRUE,FALSE,FALSE
8/22/2022 20:09,"706 Mabini St., Brgy. Aguho",Pateros,98.2,47.6,TRUE,FALSE,TRUE
2/5/2022 19:49,"743 Bonifacio St., Brgy. Hulo",Mandaluyong,20.4,30.1,TRUE,FALSE,FALSE
7/21/2022 13:58,"780 Kalayaan St., Brgy. Balong-Bato",San Juan,40.4,34.6,FALSE,FALSE,FALSE
3/31/2022 9:39,"817 Masikap St., Brgy. Almanza",Las Piñas,88.0,45.3,FALSE,FALSE,TRUE
12/9/2022 16:54,"854 Sampaguita St., Brgy. BF Homes",Parañaque,21.3,30.3,FALSE,FALSE,FALSE
1/27/2022 12:30,"891 Molave St., Brgy. Ermita",Manila,63.1,39.7,TRUE,TRUE,FALSE
6/19/2022 13:49,"928 Maligaya St., Brgy. Sto. Niño",Marikina,58.2,38.6,TRUE,FALSE,FALSE
7/26/2022 9:25,"965 Molave St., Brgy. Ususan",Taguig,64.4,40.0,TRUE,TRUE,FALSE
3/2/2022 22:59,"13 Narra St., Brgy. San Antonio",Makati,94.7,46.8,TRUE,TRUE,TRUE
6/4/2022 10:36,"50 Dahlia St., Brgy. Maricaban",Pasay,21.3,30.3,TRUE,TRUE,FALSE
5/14/2022 11:41,"87 Rizal St., Brgy. Diliman",Quezon City,36.0,33.6,FALSE,FALSE,FALSE
10/9/2022 13:36,"124 Acacia St., Brgy. Alabang",Muntinlupa,59.1,38.8,FALSE,TRUE,FALSE
9/4/2022 9:58,"161 Rizal St., Brgy. Malinta",Valenzuela,99.1,47.8,TRUE,TRUE,TRUE
1/18/2022 4:47,"198 Mabini St., Brgy. Longos",Malabon,60.0,39.0,TRUE,TRUE,FALSE
7/21/2022 11:50,"235 Maharlika St., Brgy. Ugong",Pasig,73.3,42.0,TRUE,TRUE,TRUE
5/19/2022 5:31,"272 Kalayaan St., Brgy. Camarin",Caloocan,23.1,30.7,FALSE,TRUE,FALSE
1/13/2022 7:36,"309 Bonifacio St., Brgy. Daanghari",Navotas,60.0,39.0,TRUE,FALSE,FALSE
11/12/2022 13:51,"346 Kalayaan St., Brgy. Sta. Ana",Pateros,56.9,38.3,FALSE,TRUE,FALSE
11/16/2022 8:35,"383 Masikap St., Brgy. Highway Hills",Mandaluyong,44.0,35.4,FALSE,TRUE,FALSE
3/3/2022 0:30,"420 Sampaguita St., Brgy. Greenhills",San Juan,21.3,30.3,FALSE,FALSE,FALSE
11/29/2022 4:28,"457 Molave St., Brgy. Talon Uno",Las Piñas,48.4,36.4,TRUE,FALSE,FALSE
1/3/2022 7:12,"494 Maligaya St., Brgy. Baclaran",Parañaque,36.0,33.6,FALSE,TRUE,FALSE
3/2/2022 23:16,"531 Dahlia St., Brgy. Sampaloc",Manila,30.7,32.4,FALSE,TRUE,FALSE
11/12/2022 18:28,"568 Narra St., Brgy. Parang",Marikina,32.0,32.7,TRUE,TRUE,FALSE
2/9/2022 8:11,"605 Dahlia St., Brgy. Western Bicutan",Taguig,84.4,44.5,TRUE,TRUE,TRUE
12/25/2022 2:59,"642 Rizal St., Brgy. Poblacion",Makati,39.1,34.3,TRUE,FALSE,FALSE
7/8/2022 15:47,"679 Acacia St., Brgy. Malibay",Pasay,63.1,39.7,FALSE,TRUE,FALSE
5/5/2022 21:11,"716 Maharlika St., Brgy. Cubao",Quezon City,48.4,36.4,FALSE,TRUE,FALSE
2/13/2022 2:01,"753 Mabini St., Brgy. Putatan",Muntinlupa,41.3,34.8,FALSE,FALSE,FALSE
3/20/2022 11:48,"790 Maharlika St., Brgy. Marulas",Valenzuela,32.0,32.7,FALSE,TRUE,FALSE
8/13/2022 3:05,"827 Kalayaan St., Brgy. Concepcion",Malabon,24.9,31.1,TRUE,TRUE,FALSE
2/13/2022 14:17,"864 Bonifacio St., Brgy. San Antonio",Pasig,23.1,30.7,TRUE,FALSE,FALSE
3/11/2022 3:24,"901 Sampaguita St., Brgy. Grace Park",Caloocan,91.6,46.1,TRUE,TRUE,TRUE
8/2/2022 4:12,"938 Masikap St., Brgy. San Roque",Navotas,92.4,46.3,TRUE,FALSE,TRUE
5/7/2022 7:21,"975 Sampaguita St., Brgy. San Roque",Pateros,25.8,31.3,TRUE,TRUE,FALSE
8/23/2022 2:50,"23 Molave St., Brgy. Plainview",Mandaluyong,37.8,34.0,FALSE,TRUE,FALSE
4/6/2022 3:00,"60 Maligaya St., Brgy. Addition Hills",San Juan,64.4,40.0,TRUE,TRUE,FALSE
8/1/2022 0:38,"97 Dahlia St., Brgy. Pulang Lupa",Las Piñas,50.2,36.8,TRUE,FALSE,FALSE
8/25/2022 3:24,"134 Narra St., Brgy. Don Bosco",Parañaque,27.1,31.6,FALSE,FALSE,FALSE
8/3/2022 16:15,"171 Acacia St., Brgy. Malate",Manila,41.3,34.8,FALSE,TRUE,FALSE
7/30/2022 10:26,"208 Rizal St., Brgy. Concepcion Uno",Marikina,74.2,42.2,FALSE,TRUE,TRUE
5/27/2022 2:18,"245 Acacia St., Brgy. Fort Bonifacio",Taguig,100.0,48.0,FALSE,TRUE,TRUE
9/6/2022 23:49,"282 Maharlika St., Brgy. Bel-Air",Makati,66.2,40.4,TRUE,TRUE,TRUE
2/27/2022 22:13,"319 Mabini St., Brgy. San Isidro",Pasay,22.7,30.6,FALSE,FALSE,FALSE
12/2/2022 20:21,"356 Bonifacio St., Brgy. Tandang Sora",Quezon City,75.1,42.4,FALSE,FALSE,TRUE
8/19/2022 0:52,"393 Kalayaan St., Brgy. Tunasan",Muntinlupa,87.1,45.1,FALSE,FALSE,TRUE
12/1/2022 19:30,"430 Bonifacio St., Brgy. Karuhatan",Valenzuela,52.0,37.2,TRUE,FALSE,FALSE
3/22/2022 10:19,"467 Sampaguita St., Brgy. Potrero",Malabon,72.9,41.9,FALSE,TRUE,TRUE
8/27/2022 14:36,"504 Masikap St., Brgy. Kapitolyo",Pasig,40.9,34.7,TRUE,TRUE,FALSE
6/8/2022 18:29,"541 Maligaya St., Brgy. Bagong Silang",Caloocan,72.0,41.7,FALSE,FALSE,TRUE
3/24/2022 4:33,"578 Molave St., Brgy. Tanza",Navotas,35.6,33.5,TRUE,TRUE,FALSE
1/10/2022 4:28,"615 Maligaya St., Brgy. Aguho",Pateros,32.4,32.8,TRUE,TRUE,FALSE
9/14/2022 11:21,"652 Dahlia St., Brgy. Hulo",Mandaluyong,24.4,31.0,FALSE,TRUE,FALSE
3/3/2022 1:54,"689 Narra St., Brgy. Balong-Bato",San Juan,85.3,44.7,TRUE,TRUE,TRUE
5/29/2022 9:36,"726 Acacia St., Brgy. Almanza",Las Piñas,24.0,30.9,TRUE,TRUE,FALSE
9/19/2022 20:47,"763 Rizal St., Brgy. BF Homes",Parañaque,88.9,45.5,FALSE,FALSE,TRUE
2/16/2022 14:13,"800 Mabini St., Brgy. Ermita",Manila,72.0,41.7,FALSE,FALSE,TRUE
6/28/2022 14:53,"837 Maharlika St., Brgy. Sto. Niño",Marikina,20.0,30.0,TRUE,TRUE,FALSE
1/22/2022 0:42,"874 Mabini St., Brgy. Ususan",Taguig,21.8,30.4,TRUE,TRUE,FALSE
6/26/2022 14:56,"911 Bonifacio St., Brgy. San Antonio",Makati,35.6,33.5,TRUE,FALSE,FALSE
3/12/2022 11:55,"948 Kalayaan St., Brgy. Maricaban",Pasay,87.1,45.1,FALSE,TRUE,TRUE
5/12/2022 14:02,"985 Masikap St., Brgy. Diliman",Quezon City,87.1,45.1,FALSE,FALSE,TRUE
4/14/2022 12:19,"33 Sampaguita St., Brgy. Alabang",Muntinlupa,82.2,44.0,TRUE,FALSE,TRUE
2/22/2022 14:00,"70 Masikap St., Brgy. Malinta",Valenzuela,39.1,34.3,TRUE,TRUE,FALSE
7/5/2022 9:26,"107 Maligaya St., Brgy. Longos",Malabon,21.8,30.4,TRUE,TRUE,FALSE
12/28/2022 17:54,"144 Molave St., Brgy. Ugong",Pasig,52.4,37.3,TRUE,FALSE,FALSE
10/25/2022 8:46,"181 Narra St., Brgy. Camarin",Caloocan,61.3,39.3,TRUE,FALSE,FALSE
3/26/2022 15:35,"218 Dahlia St., Brgy. Daanghari",Navotas,29.3,32.1,FALSE,FALSE,FALSE
11/22/2022 0:37,"255 Narra St., Brgy. Sta. Ana",Pateros,88.0,45.3,FALSE,FALSE,TRUE
6/11/2022 17:39,"292 Acacia St., Brgy. Highway Hills",Mandaluyong,21.3,30.3,FALSE,FALSE,FALSE
2/17/2022 9:24,"329 Rizal St., Brgy. Greenhills",San Juan,46.2,35.9,TRUE,TRUE,FALSE
6/16/2022 11:21,"366 Mabini St., Brgy. Talon Uno",Las Piñas,100.0,48.0,TRUE,FALSE,TRUE
10/31/2022 9:03,"403 Maharlika St., Brgy. Baclaran",Parañaque,20.4,30.1,FALSE,TRUE,FALSE
1/26/2022 21:21,"440 Kalayaan St., Brgy. Sampaloc",Manila,26.2,31.4,FALSE,FALSE,FALSE
6/11/2022 0:34,"477 Bonifacio St., Brgy. Parang",Marikina,38.7,34.2,FALSE,FALSE,FALSE
10/11/2022 6:15,"514 Kalayaan St., Brgy. Western Bicutan",Taguig,63.1,39.7,FALSE,FALSE,FALSE
8/18/2022 0:08,"551 Masikap St., Brgy. Poblacion",Makati,25.8,31.3,FALSE,TRUE,FALSE
10/31/2022 13:54,"588 Sampaguita St., Brgy. Malibay",Pasay,20.4,30.1,FALSE,FALSE,FALSE
6/30/2022 10:01,"625 Molave St., Brgy. Cubao",Quezon City,20.0,30.0,TRUE,TRUE,FALSE
2/11/2022 3:21,"662 Maligaya St., Brgy. Putatan",Muntinlupa,28.4,31.9,FALSE,FALSE,FALSE
10/20/2022 4:58,"699 Molave St., Brgy. Marulas",Valenzuela,46.2,35.9,FALSE,TRUE,FALSE
12/6/2022 22:45,"736 Narra St., Brgy. Concepcion",Malabon,28.0,31.8,FALSE,FALSE,FALSE
3/15/2022 5:38,"773 Dahlia St., Brgy. San Antonio",Pasig,20.0,30.0,FALSE,FALSE,FALSE
4/24/2022 14:47,"810 Rizal St., Brgy. Grace Park",Caloocan,54.7,37.8,FALSE,FALSE,FALSE
4/26/2022 22:25,"847 Acacia St., Brgy. San Roque",Navotas,46.7,36.0,TRUE,TRUE,FALSE
2/14/2022 9:07,"884 Rizal St., Brgy. San Roque",Pateros,85.3,44.7,TRUE,FALSE,TRUE
4/15/2022 0:46,"921 Mabini St., Brgy. Plainview",Mandaluyong,44.0,35.4,FALSE,TRUE,FALSE
6/19/2022 2:35,"958 Maharlika St., Brgy. Addition Hills",San Juan,48.4,36.4,TRUE,FALSE,FALSE
12/18/2022 2:51,"995 Kalayaan St., Brgy. Pulang Lupa",Las Piñas,85.3,44.7,FALSE,FALSE,TRUE
2/1/2022 5:53,"43 Bonifacio St., Brgy. Don Bosco",Parañaque,67.1,40.6,TRUE,FALSE,TRUE
7/16/2022 21:24,"80 Sampaguita St., Brgy. Malate",Manila,22.2,30.5,FALSE,FALSE,FALSE
8/24/2022 2:26,"117 Masikap St., Brgy. Concepcion Uno",Marikina,47.6,36.2,TRUE,TRUE,FALSE
2/25/2022 15:19,"154 Sampaguita St., Brgy. Fort Bonifacio",Taguig,53.8,37.6,FALSE,FALSE,FALSE
12/7/2022 22:21,"191 Molave St., Brgy. Bel-Air",Makati,27.1,31.6,FALSE,TRUE,FALSE
2/15/2022 13:26,"228 Maligaya St., Brgy. San Isidro",Pasay,26.2,31.4,TRUE,TRUE,FALSE
1/9/2022 10:50,"265 Dahlia St., Brgy. Tandang Sora",Quezon City,82.2,44.0,TRUE,TRUE,TRUE
8/12/2022 17:38,"302 Narra St., Brgy. Tunasan",Muntinlupa,42.7,35.1,FALSE,TRUE,FALSE
9/23/2022 22:22,"339 Dahlia St., Brgy. Karuhatan",Valenzuela,28.4,31.9,TRUE,TRUE,FALSE
3/12/2022 8:39,"376 Rizal St., Brgy. Potrero",Malabon,25.8,31.3,TRUE,FALSE,FALSE
8/13/2022 18:15,"413 Acacia St., Brgy. Kapitolyo",Pasig,31.6,32.6,FALSE,TRUE,FALSE
4/24/2022 7:44,"450 Maharlika St., Brgy. Bagong Silang",Caloocan,33.8,33.1,TRUE,TRUE,FALSE
1/28/2022 12:11,"487 Mabini St., Brgy. Tanza",Navotas,72.9,41.9,FALSE,TRUE,TRUE
9/2/2022 11:45,"524 Maharlika St., Brgy. Aguho",Pateros,48.4,36.4,FALSE,TRUE,FALSE
5/15/2022 17:15,"561 Kalayaan St., Brgy. Hulo",Mandaluyong,42.2,35.0,TRUE,TRUE,FALSE
5/15/2022 9:58,"598 Bonifacio St., Brgy. Balong-Bato",San Juan,65.3,40.2,TRUE,FALSE,TRUE
7/6/2022 11:02,"635 Sampaguita St., Brgy. Almanza",Las Piñas,37.3,33.9,TRUE,FALSE,FALSE
7/18/2022 16:10,"672 Masikap St., Brgy. BF Homes",Parañaque,39.1,34.3,FALSE,TRUE,FALSE
10/23/2022 23:38,"709 Maligaya St., Brgy. Ermita",Manila,80.4,43.6,FALSE,TRUE,TRUE
1/7/2022 8:55,"746 Molave St., Brgy. Sto. Niño",Marikina,26.7,31.5,FALSE,TRUE,FALSE
8/7/2022 1:57,"783 Maligaya St., Brgy. Ususan",Taguig,69.3,41.1,FALSE,TRUE,TRUE
3/18/2022 2:56,"820 Dahlia St., Brgy. San Antonio",Makati,21.8,30.4,FALSE,FALSE,FALSE
12/21/2022 17:16,"857 Narra St., Brgy. Maricaban",Pasay,24.0,30.9,TRUE,FALSE,FALSE
7/22/2022 6:04,"894 Acacia St., Brgy. Diliman",Quezon City,42.2,35.0,FALSE,TRUE,FALSE
4/1/2022 18:42,"931 Rizal St., Brgy. Alabang",Muntinlupa,43.6,35.3,TRUE,TRUE,FALSE
3/24/2022 23:29,"968 Acacia St., Brgy. Malinta",Valenzuela,94.7,46.8,TRUE,TRUE,TRUE
12/11/2022 4:42,"16 Maharlika St., Brgy. Longos",Malabon,40.9,34.7,TRUE,TRUE,FALSE
7/27/2022 6:58,"53 Mabini St., Brgy. Ugong",Pasig,82.7,44.1,TRUE,TRUE,TRUE
1/9/2022 7:15,"90 Bonifacio St., Brgy. Camarin",Caloocan,78.7,43.2,TRUE,TRUE,TRUE
11/1/2022 15:06,"127 Kalayaan St., Brgy. Daanghari",Navotas,37.8,34.0,FALSE,TRUE,FALSE
6/19/2022 14:16,"164 Bonifacio St., Brgy. Sta. Ana",Pateros,23.1,30.7,FALSE,TRUE,FALSE
4/7/2022 4:29,"201 Sampaguita St., Brgy. Highway Hills",Mandaluyong,20.0,30.0,FALSE,TRUE,FALSE
9/9/2022 0:33,"238 Masikap St., Brgy. Greenhills",San Juan,65.3,40.2,TRUE,FALSE,TRUE
3/30/2022 3:31,"275 Maligaya St., Brgy. Talon Uno",Las Piñas,73.3,42.0,TRUE,FALSE,TRUE
8/7/2022 10:05,"312 Molave St., Brgy. Baclaran",Parañaque,28.9,32.0,FALSE,FALSE,FALSE
11/18/2022 10:51,"349 Narra St., Brgy. Sampaloc",Manila,70.2,41.3,FALSE,TRUE,TRUE
8/1/2022 17:17,"386 Dahlia St., Brgy. Parang",Marikina,24.9,31.1,TRUE,TRUE,FALSE
3/28/2022 17:04,"423 Narra St., Brgy. Western Bicutan",Taguig,46.7,36.0,FALSE,TRUE,FALSE
9/18/2022 11:11,"460 Acacia St., Brgy. Poblacion",Makati,45.3,35.7,FALSE,FALSE,FALSE
6/1/2022 15:03,"497 Rizal St., Brgy. Malibay",Pasay,52.0,37.2,FALSE,FALSE,FALSE
6/13/2022 4:04,"534 Mabini St., Brgy. Cubao",Quezon City,89.8,45.7,TRUE,FALSE,TRUE
2/23/2022 17:51,"571 Maharlika St., Brgy. Putatan",Muntinlupa,72.0,41.7,TRUE,FALSE,TRUE
7/30/2022 13:08,"608 Mabini St., Brgy. Marulas",Valenzuela,66.2,40.4,TRUE,FALSE,TRUE
